OpenMP_Multicore,2048,8,3,4,1.876007e-05,1.876007e-05,0.003223
OpenMP_Multicore,4096,2,1,4,9.087800e-06,9.087800e-06,0.028835
OpenMP_Multicore,4096,2,2,4,9.663379e-06,9.663379e-06,0.027847
OpenMP_Multicore,4096,2,3,4,9.569421e-06,9.569421e-06,0.028484
OpenMP_Multicore,4096,4,1,4,8.722848e-06,8.722848e-06,0.025741
OpenMP_Multicore,4096,4,2,4,9.244892e-06,9.244892e-06,0.027483
OpenMP_Multicore,4096,4,3,4,9.261760e-06,9.261760e-06,0.018387
OpenMP_Multicore,4096,8,1,4,8.832492e-06,8.832492e-06,0.010904
OpenMP_Multicore,4096,8,2,4,9.017099e-06,9.017099e-06,0.012142
OpenMP_Multicore,4096,8,3,4,1.020971e-05,1.020971e-05,0.011462
MPI_Distributed,1024,2,1,5,1.106740e-06,1.106740e-06,0.001992
MPI_Distributed,1024,2,2,5,1.106740e-06,1.106740e-06,0.001954
MPI_Distributed,1024,2,3,5,1.106740e-06,1.106740e-06,0.001933
MPI_Distributed,1024,4,1,5,1.106740e-06,1.106740e-06,0.001350
MPI_Distributed,1024,4,2,5,1.106740e-06,1.106740e-06,0.001649
MPI_Distributed,1024,4,3,5,1.106740e-06,1.106740e-06,0.001712
MPI_Distributed,1024,8,1,5,1.106740e-06,1.106740e-06,0.001665
MPI_Distributed,1024,8,2,5,1.106740e-06,1.106740e-06,0.001266
MPI_Distributed,1024,8,3,5,1.106740e-06,1.106740e-06,0.001397
MPI_Distributed,2048,2,1,4,1.894458e-05,1.894458e-05,0.007235
MPI_Distributed,2048,2,2,4,1.894458e-05,1.894458e-05,0.007195
MPI_Distributed,2048,2,3,4,1.894458e-05,1.894458e-05,0.007164
MPI_Distributed,2048,4,1,4,1.894458e-05,1.894458e-05,0.006409
MPI_Distributed,2048,4,2,4,1.894458e-05,1.894458e-05,0.005549
MPI_Distributed,2048,4,3,4,1.894458e-05,1.894458e-05,0.006207
MPI_Distributed,2048,8,1,4,1.894458e-05,1.894458e-05,0.003671
MPI_Distributed,2048,8,2,4,1.894458e-05,1.894458e-05,0.006393
MPI_Distributed,2048,8,3,4,1.894458e-05,1.894458e-05,0.005883
MPI_Distributed,4096,2,1,4,9.528862e-06,9.528862e-06,0.028264
MPI_Distributed,4096,2,2,4,9.528862e-06,9.528862e-06,0.028680
MPI_Distributed,4096,2,3,4,9.528862e-06,9.528862e-06,0.028413
MPI_Distributed,4096,4,1,4,9.528862e-06,9.528862e-06,0.025823
MPI_Distributed,4096,4,2,4,9.528862e-06,9.528862e-06,0.021449
MPI_Distributed,4096,4,3,4,9.528862e-06,9.528862e-06,0.025959
MPI_Distributed,4096,8,1,4,9.528862e-06,9.528862e-06,0.014215
MPI_Distributed,4096,8,2,4,9.528862e-06,9.528862e-06,0.016859
MPI_Distributed,4096,8,3,4,9.528862e-06,9.528862e-06,0.013595
CUDA_Custom,1024,GPU,1,iterations:,0,0,0.001421
CUDA_Custom,1024,GPU,2,iterations:,0,0,0.001393
CUDA_Custom,1024,GPU,3,iterations:,0,0,0.001409
CUDA_Custom,2048,GPU,1,iterations:,0,0,0.002549
CUDA_Custom,2048,GPU,2,iterations:,0,0,0.002563
CUDA_Custom,2048,GPU,3,iterations:,0,0,0.002577
CUDA_Custom,4096,GPU,1,iterations:,0,0,0.008952
CUDA_Custom,4096,GPU,2,iterations:,0,0,0.008968
CUDA_Custom,4096,GPU,3,iterations:,0,0,0.008962
CUDA_cuBLAS,1024,GPU,1,iterations:,0,0,0.000524
CUDA_cuBLAS,1024,GPU,2,iterations:,0,0,0.000520
CUDA_cuBLAS,1024,GPU,3,iterations:,0,0,0.000501
CUDA_cuBLAS,2048,GPU,1,iterations:,0,0,0.000882
CUDA_cuBLAS,2048,GPU,2,iterations:,0,0,0.000889
CUDA_cuBLAS,2048,GPU,3,iterations:,0,0,0.000986
CUDA_cuBLAS,4096,GPU,1,iterations:,0,0,0.001866
CUDA_cuBLAS,4096,GPU,2,iterations:,0,0,0.001906
CUDA_cuBLAS,4096,GPU,3,iterations:,0,0,0.001844
CUDA_cuSPARSE,1024,GPU,1,iterations:,0,0,0.002439
CUDA_cuSPARSE,1024,GPU,2,iterations:,0,0,0.002339
CUDA_cuSPARSE,1024,GPU,3,iterations:,0,0,0.002323
CUDA_cuSPARSE,2048,GPU,1,iterations:,0,0,0.004386
CUDA_cuSPARSE,2048,GPU,2,iterations:,0,0,0.004360
CUDA_cuSPARSE,2048,GPU,3,iterations:,0,0,0.004372
CUDA_cuSPARSE,4096,GPU,1,iterations:,0,0,0.011085
CUDA_cuSPARSE,4096,GPU,2,iterations:,0,0,0.011107
CUDA_cuSPARSE,4096,GPU,3,iterations:,0,0,0.011085
